age_norm,gender_enc,marital_enc,education_enc,income_enc,physiological_risk,behavioral_risk,textual_risk,composite_risk,risk_tier_enc,interaction_count_norm,last_reward_norm,escalation_count_norm,risk_tier
0.3529412,2.0,1.0,5.0,0.094,0.0,0.0,0.039669275,0.018667895,0.0,0.0,0.0,0.0,0
0.23529412,1.0,3.0,4.0,0.8333333,0.16742,0.575,0.18519,0.27168,0.0,0.0,0.5,0.0,1
0.47058824,2.0,3.0,4.0,0.244,0.045681976,0.039673522,0.016101604,0.030348048,0.0,0.0,0.0,0.0,0
0.5294118,1.0,3.0,5.0,0.784,0.011116485,0.0,0.0,0.0032695543,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.5,0.58211,0.525,0.62963,0.59103,0.0,0.0,0.5,0.0,2
0.29411766,1.0,3.0,4.0,0.8333333,0.05591,0.55,0.0,0.14586,0.0,0.0,0.5,0.0,0
0.05882353,2.0,3.0,4.0,0.6666667,0.82069,0.775,1.0,0.89432,0.0,0.0,0.5,0.0,2
0.1764706,1.0,3.0,4.0,0.33333334,0.55828,0.6,0.40741,0.4971,0.0,0.0,0.5,0.0,2
0.05882353,2.0,3.0,4.0,1.0,0.23459,0.65,0.22222,0.32651,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,3.0,0.64,0.12285532,0.11961003,0.070367575,0.097391605,0.0,0.0,0.0,0.0,0
1.0,2.0,1.0,5.0,1.0,0.08230254,0.10003773,0.053048693,0.07270901,0.0,0.0,0.0,0.0,0
0.5882353,1.0,3.0,4.0,0.33333334,0.1481,0.55,0.33333,0.32983,0.0,0.0,0.5,0.0,0
0.05882353,1.0,3.0,3.0,0.368,0.09691266,0.04669641,0.1008961,0.086971626,0.0,0.0,0.0,0.0,0
0.23529412,1.0,3.0,3.0,0.368,0.07993934,0.0,0.039307237,0.042009093,0.0,0.0,0.0,0.0,0
0.5882353,2.0,1.0,3.0,0.168,0.030835284,0.11611278,0.066134095,0.06751178,0.0,0.0,0.0,0.0,0
0.1764706,2.0,1.0,3.0,0.222,0.17012303,0.15057111,0.1011866,0.13308191,0.0,0.0,0.0,0.0,0
0.8235294,1.0,1.0,4.0,0.734,0.030231277,0.10332093,0.044762284,0.05426696,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.6666667,0.35451,0.55,0.22222,0.33825,0.0,0.0,0.5,0.0,1
0.0,2.0,3.0,4.0,0.5,0.22877,0.575,0.18519,0.28973,0.0,0.0,0.5,0.0,1
0.9411765,2.0,1.0,4.0,0.346,0.14208859,0.23787616,0.18974245,0.18705219,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.8333333,0.10157,0.675,0.14815,0.25841,0.0,0.0,0.5,0.0,0
0.29411766,2.0,3.0,4.0,0.996,0.295652,0.22838727,0.38284048,0.32085487,1.0,0.0,0.0,0.0,1
0.0,1.0,3.0,3.0,0.232,0.06534791,0.052680787,0.10465862,0.08086657,0.0,0.0,0.0,0.0,0
0.47058824,1.0,1.0,4.0,0.368,0.08079001,0.104206935,0.0,0.048281047,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.33333334,0.78767,0.675,0.74074,0.73907,0.0,0.0,0.5,0.0,2
0.29411766,1.0,3.0,5.0,0.882,0.0,0.04788616,0.047917295,0.033816647,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,4.0,0.8333333,0.28558,0.45,0.55556,0.45131,0.0,0.0,0.5,0.0,1
0.5882353,1.0,3.0,2.0,0.368,0.056500267,0.091082916,0.004094698,0.03997592,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,4.0,0.5,0.19945,0.475,0.11111,0.22272,0.0,0.0,0.5,0.0,1
0.4117647,2.0,1.0,4.0,0.2,0.32149452,0.27170846,0.3811538,0.3378551,1.0,0.0,0.0,0.0,1
0.5882353,2.0,1.0,4.0,0.656,0.11672892,0.09757968,0.057396136,0.084301904,0.0,0.0,0.0,0.0,0
0.3529412,2.0,3.0,5.0,0.264,0.03530455,0.11013587,0.042549245,0.05632119,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,4.0,0.6666667,0.60469,0.6,0.59259,0.59789,0.0,0.0,0.5,0.0,2
0.88235295,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,4.0,0.5,0.24942,0.525,0.11111,0.24918,0.0,0.0,0.5,0.0,1
0.3529412,2.0,3.0,4.0,1.0,0.31027052,0.15463145,0.21274012,0.22775291,1.0,0.0,0.0,0.0,1
0.47058824,2.0,1.0,4.0,0.738,0.03232264,0.099514954,0.021398615,0.04299188,0.0,0.0,0.0,0.0,0
0.9411765,2.0,3.0,5.0,0.368,0.11154943,0.1342838,0.02256054,0.075021565,0.0,0.0,0.0,0.0,0
0.7058824,2.0,3.0,3.0,0.058,0.07633074,0.061985526,0.06928152,0.06963811,0.0,0.0,0.0,0.0,0
0.29411766,2.0,3.0,4.0,0.8333333,0.22674,0.6,0.33333,0.36473,0.0,0.0,0.5,0.0,1
0.7647059,1.0,3.0,4.0,0.338,0.051928185,0.077588275,0.0991118,0.08016991,0.0,0.0,0.0,0.0,0
0.9411765,1.0,1.0,5.0,0.368,0.12291301,0.1326384,0.1247161,0.12604985,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,1.0,0.45643,0.525,0.74074,0.60636,0.0,0.0,0.5,0.0,1
0.4117647,2.0,1.0,5.0,0.71,0.0,0.012072608,0.0,0.0028406137,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.5,0.80904,0.8,0.81481,0.80963,0.0,0.0,0.5,0.0,2
0.05882353,2.0,3.0,4.0,0.5,0.37525,0.65,0.18519,0.35046,0.0,0.0,0.5,0.0,1
0.1764706,1.0,3.0,3.0,0.368,0.052579217,0.0066648545,0.061892577,0.046158593,0.0,0.0,0.0,0.0,0
0.1764706,2.0,1.0,2.0,0.416,0.04773734,0.035437413,0.16110052,0.09819062,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,4.0,0.8333333,0.02315,0.55,0.03704,0.15365,0.0,0.0,0.5,0.0,0
0.8235294,2.0,3.0,4.0,0.2,0.5540274,0.51014334,0.5008253,0.51866543,2.0,0.0,0.0,0.0,2
0.05882353,2.0,3.0,4.0,0.5,0.17551,0.675,0.74074,0.55903,0.0,0.0,0.5,0.0,1
0.29411766,1.0,3.0,4.0,0.358,0.2400351,0.1509177,0.008180234,0.10995813,0.0,0.0,0.0,0.0,0
0.4117647,2.0,3.0,5.0,0.288,0.19500747,0.10300555,0.05091742,0.10555288,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.8333333,0.27696,0.525,0.33333,0.36185,0.0,0.0,0.5,0.0,1
0.4117647,2.0,1.0,4.0,0.288,0.06439819,0.036813285,0.059899356,0.055790525,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,3.0,0.166,0.09555309,0.11410813,0.09475321,0.099542566,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.8333333,0.49254,0.525,0.74074,0.61698,0.0,0.0,0.5,0.0,2
0.0,2.0,3.0,4.0,0.33333334,0.31963,0.55,0.74074,0.572,0.0,0.0,0.5,0.0,1
0.0,2.0,3.0,4.0,1.0,0.24324,0.475,0.11111,0.23559,0.0,0.0,0.5,0.0,1
0.05882353,1.0,3.0,4.0,0.8333333,0.12963,0.45,0.2963,0.28344,0.0,0.0,0.5,0.0,0
1.0,1.0,1.0,3.0,0.886,0.09029467,0.0986336,0.104615,0.09899575,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.33333334,0.48882,0.675,0.55556,0.56403,0.0,0.0,0.5,0.0,2
0.05882353,1.0,3.0,3.0,0.368,0.055044767,0.0,0.086240485,0.056773394,0.0,0.0,0.0,0.0,0
1.0,2.0,2.0,3.0,0.364,0.0,0.0,0.069205455,0.032567274,0.0,0.0,0.0,0.0,0
0.23529412,2.0,3.0,4.0,0.16666667,0.53958,0.65,0.48148,0.53822,0.0,0.0,0.5,0.0,2
0.3529412,2.0,1.0,3.0,0.192,0.0,0.0059171817,0.039422594,0.019944087,0.0,0.0,0.0,0.0,0
0.29411766,2.0,1.0,4.0,0.79,0.16226114,0.15971506,0.16566771,0.16326515,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.5,0.23137,0.525,0.33333,0.34844,0.0,0.0,0.5,0.0,1
0.0,1.0,3.0,4.0,0.5,0.6108,0.675,0.74074,0.68706,0.0,0.0,0.5,0.0,2
0.11764706,2.0,3.0,4.0,0.6666667,0.27747,0.525,0.22222,0.30971,0.0,0.0,0.5,0.0,1
0.0,1.0,3.0,4.0,0.6666667,0.47013,0.7,0.18519,0.39012,0.0,0.0,0.5,0.0,2
0.9411765,1.0,1.0,5.0,0.8,0.056361914,0.003435891,0.10972578,0.06902114,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.16666667,0.19731,0.65,0.03704,0.2284,0.0,0.0,0.5,0.0,1
0.5294118,2.0,3.0,4.0,0.8333333,0.05133,0.45,0.07407,0.15584,0.0,0.0,0.5,0.0,0
0.05882353,1.0,3.0,4.0,0.8333333,0.20649,0.55,0.11111,0.24243,0.0,0.0,0.5,0.0,0
0.1764706,1.0,3.0,4.0,0.33333334,0.37564,0.6,0.33333,0.40852,0.0,0.0,0.5,0.0,1
0.11764706,2.0,3.0,4.0,0.758,0.06598564,0.063904434,0.0051755896,0.036879454,0.0,0.0,0.0,0.0,0
0.29411766,2.0,3.0,4.0,0.33333334,0.63967,0.725,0.37037,0.53302,0.0,0.0,0.5,0.0,2
0.11764706,2.0,3.0,4.0,0.6666667,0.23883,0.625,0.37037,0.3916,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,4.0,0.8333333,0.46517,0.575,0.37037,0.4464,0.0,0.0,0.5,0.0,2
0.7058824,2.0,1.0,5.0,0.368,0.044718534,0.05289689,0.12011406,0.0821231,0.0,0.0,0.0,0.0,0
0.3529412,2.0,3.0,4.0,0.5,0.32023,0.675,0.48148,0.47959,0.0,0.0,0.5,0.0,1
0.11764706,2.0,3.0,4.0,0.6666667,0.1758,0.45,0.25926,0.27959,0.0,0.0,0.5,0.0,1
0.9411765,2.0,1.0,3.0,0.368,0.08642858,0.018413365,0.0,0.029752728,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,4.0,0.5,0.3749,0.7,0.59259,0.55384,0.0,0.0,0.5,0.0,1
0.7058824,2.0,3.0,4.0,0.03,0.28425857,0.26477903,0.25775418,0.2672025,1.0,0.0,0.0,0.0,1
0.05882353,1.0,3.0,4.0,0.33333334,0.73735,0.675,0.55556,0.63713,0.0,0.0,0.5,0.0,2
0.23529412,1.0,3.0,4.0,0.5,0.47141,0.5,0.7037,0.58745,0.0,0.0,0.5,0.0,2
0.3529412,2.0,3.0,5.0,0.514,0.1637862,0.12306662,0.069772266,0.10996327,0.0,0.0,0.0,0.0,0
0.29411766,2.0,3.0,5.0,0.594,0.14938983,0.083275795,0.09278802,0.10719744,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,4.0,0.5,0.01834,0.5,0.03704,0.14047,0.0,0.0,0.5,0.0,0
0.9411765,2.0,1.0,3.0,0.368,0.0,0.0,0.08364248,0.03936117,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,4.0,1.0,0.162,0.55,0.14815,0.24677,0.0,0.0,0.5,0.0,0
0.05882353,2.0,3.0,4.0,0.5,0.50242,0.625,0.62963,0.59112,0.0,0.0,0.5,0.0,2
0.05882353,2.0,3.0,4.0,1.0,0.56583,0.75,0.18519,0.43004,0.0,0.0,0.5,0.0,2
0.9411765,2.0,3.0,3.0,0.232,0.01820933,0.045918003,0.09924053,0.062861346,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.5,0.1599,0.625,0.25926,0.31609,0.0,0.0,0.5,0.0,0
0.0,2.0,3.0,4.0,0.6666667,0.16724,0.5,0.22222,0.27141,0.0,0.0,0.5,0.0,1
0.64705884,1.0,1.0,2.0,0.122,0.14993952,0.017956091,0.03542591,0.06499584,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,4.0,0.33333334,0.0,0.55,0.14815,0.19913,0.0,0.0,0.5,0.0,0
0.47058824,2.0,1.0,5.0,0.972,0.0076234797,0.03455946,0.0,0.010373837,0.0,0.0,0.0,0.0,0
0.4117647,1.0,3.0,5.0,1.0,0.036165994,0.0012815823,0.0033763398,0.012527471,0.0,0.0,0.0,0.0,0
0.29411766,1.0,1.0,4.0,0.348,0.016752118,0.0,0.055831634,0.031200804,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,4.0,0.8333333,0.32589,0.625,0.33333,0.39977,0.0,0.0,0.5,0.0,1
0.05882353,1.0,3.0,3.0,0.024,0.032711443,0.023994515,0.06342236,0.0451126,0.0,0.0,0.0,0.0,0
0.29411766,2.0,3.0,5.0,0.0,0.0930112,0.052644406,0.0,0.039743155,0.0,0.0,0.0,0.0,0
0.5882353,1.0,1.0,2.0,0.12,0.024635231,0.0013076386,0.045997232,0.029199092,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.6666667,0.2346,0.6,0.37037,0.38447,0.0,0.0,0.5,0.0,1
0.23529412,2.0,1.0,3.0,0.398,0.13619955,0.05378307,0.16437252,0.1300653,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,2.0,0.236,0.0,0.04726235,0.08930943,0.053148523,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.16666667,0.41526,0.45,0.40741,0.41974,0.0,0.0,0.5,0.0,2
0.0,2.0,3.0,3.0,0.402,0.21498135,0.32296762,0.20892516,0.23753992,1.0,0.0,0.0,0.0,1
0.29411766,2.0,2.0,2.0,0.104,0.10044393,0.06679052,0.07181549,0.079053275,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.75,0.07139598,0.041457508,0.13889447,0.096115634,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,1.0,0.08079199,0.06729919,0.0143678095,0.046358775,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.6666667,0.42051,0.525,0.40741,0.43893,0.0,0.0,0.5,0.0,2
0.8235294,2.0,1.0,4.0,0.53,0.060886726,0.042811245,0.13008133,0.08919584,0.0,0.0,0.0,0.0,0
0.23529412,2.0,3.0,3.0,0.368,0.21230952,0.13718864,0.06682688,0.1261716,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.8333333,0.26173,0.6,0.7037,0.54931,0.0,0.0,0.5,0.0,1
0.11764706,2.0,3.0,4.0,0.032,0.071710855,0.022329083,0.10250611,0.0745835,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,4.0,0.5,0.27334,0.55,0.33333,0.36667,0.0,0.0,0.5,0.0,1
0.4117647,1.0,3.0,4.0,1.0,0.28881,0.575,0.37037,0.39453,0.0,0.0,0.5,0.0,1
0.3529412,2.0,1.0,4.0,0.288,0.040729545,0.03787471,0.10664915,0.071078815,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.33333334,0.24691,0.675,0.55556,0.49288,0.0,0.0,0.5,0.0,1
1.0,2.0,1.0,4.0,0.488,0.0,0.11544971,0.06483191,0.057673775,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.5,0.76276,0.55,0.85185,0.75462,0.0,0.0,0.5,0.0,2
0.05882353,2.0,3.0,4.0,0.6666667,0.1668,0.5,0.0,0.16671,0.0,0.0,0.5,0.0,1
0.5294118,1.0,1.0,3.0,0.346,0.08442114,0.043947462,0.17231904,0.11626164,0.0,0.0,0.0,0.0,0
0.29411766,2.0,1.0,4.0,0.51,0.0,0.08702488,0.0,0.020476442,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.8333333,0.30915,0.525,0.48148,0.44104,0.0,0.0,0.5,0.0,1
0.0,2.0,3.0,4.0,0.33333334,0.29178,0.55,0.07407,0.25009,0.0,0.0,0.5,0.0,1
0.11764706,1.0,3.0,3.0,0.368,0.063943915,0.05064875,0.094651066,0.07526606,0.0,0.0,0.0,0.0,0
0.05882353,2.0,3.0,3.0,0.0,0.107841566,0.100763105,0.17558911,0.13805725,0.0,0.0,0.0,0.0,0
0.3529412,1.0,3.0,2.0,0.3,0.0,0.12489029,0.033990674,0.04538156,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,3.0,0.61,0.0,0.12593825,0.056128066,0.056045737,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.5,0.37616,0.625,0.22222,0.36227,0.0,0.0,0.5,0.0,2
0.23529412,1.0,3.0,4.0,0.368,0.11484705,0.08212368,0.12324728,0.11110049,0.0,0.0,0.0,0.0,0
0.7647059,1.0,3.0,4.0,1.0,0.11867915,0.056898717,0.11814302,0.103890285,0.0,0.0,0.0,0.0,0
0.23529412,2.0,3.0,4.0,0.33333334,0.39974,0.5,0.25926,0.35722,0.0,0.0,0.5,0.0,1
0.11764706,1.0,3.0,4.0,1.0,0.85891,0.675,0.81481,0.79489,0.0,0.0,0.5,0.0,2
0.47058824,2.0,1.0,4.0,0.368,0.12058901,0.09797353,0.08739299,0.09964607,0.0,0.0,0.0,0.0,0
0.1764706,1.0,3.0,4.0,0.6666667,0.12014,0.525,0.07407,0.19372,0.0,0.0,0.5,0.0,0
0.3529412,1.0,1.0,1.0,0.096,0.008268655,0.09285294,0.046900492,0.046350528,0.0,0.0,0.0,0.0,0
0.3529412,2.0,3.0,4.0,0.6666667,0.76309,0.75,0.51852,0.64492,0.0,0.0,0.5,0.0,2
0.4117647,2.0,3.0,3.0,0.486,0.14466201,0.11184394,0.028946519,0.082485765,0.0,0.0,0.0,0.0,0
0.7058824,1.0,1.0,5.0,1.0,0.101409696,0.0932125,0.08029008,0.0895423,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.8333333,0.25854,0.575,0.33333,0.3682,0.0,0.0,0.5,0.0,1
0.88235295,1.0,1.0,5.0,0.368,0.062546976,0.11709288,0.1263013,0.105383344,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.6666667,0.35597,0.625,0.44444,0.46091,0.0,0.0,0.5,0.0,1
0.5882353,2.0,1.0,4.0,0.65,0.049474467,0.032090977,0.0,0.022102132,0.0,0.0,0.0,0.0,0
0.88235295,1.0,1.0,5.0,0.128,0.20768315,0.1297261,0.2298557,0.19977446,1.0,0.0,0.0,0.0,1
0.11764706,2.0,3.0,4.0,0.6666667,0.44779,0.6,0.48148,0.49946,0.0,0.0,0.5,0.0,1
0.47058824,2.0,3.0,4.0,0.466,0.066909075,0.072023846,0.08005393,0.07429837,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.5,0.2243,0.625,0.2963,0.35246,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,4.0,1.0,0.02355,0.725,0.07407,0.21237,0.0,0.0,0.5,0.0,0
0.7647059,1.0,3.0,4.0,0.082,0.015474709,0.10377689,0.0,0.028969476,0.0,0.0,0.0,0.0,0
0.9411765,2.0,1.0,1.0,0.368,0.11555965,0.0843302,0.04817281,0.07650009,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,3.0,0.198,0.12625152,0.011874493,0.043487497,0.060391504,0.0,0.0,0.0,0.0,0
0.7058824,2.0,1.0,2.0,0.212,0.06463006,0.010554392,0.021844106,0.03177181,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.8333333,0.22043,0.575,0.11111,0.25241,0.0,0.0,0.5,0.0,1
0.05882353,2.0,3.0,4.0,0.16666667,0.17902,0.525,0.22222,0.28076,0.0,0.0,0.5,0.0,0
0.11764706,1.0,3.0,4.0,1.0,0.92648,0.7,0.85185,0.83807,0.0,0.0,0.5,0.0,2
0.0,2.0,3.0,4.0,1.0,0.28658,0.575,0.25926,0.34159,0.0,0.0,0.5,0.0,1
0.0,1.0,3.0,4.0,0.8333333,0.27268,0.45,0.18519,0.27323,0.0,0.0,0.5,0.0,1
0.0,1.0,3.0,4.0,0.5,0.15857,0.6,0.11111,0.2401,0.0,0.0,0.5,0.0,0
0.0,2.0,3.0,4.0,0.6666667,0.80976,0.65,0.81481,0.77455,0.0,0.0,0.5,0.0,2
0.23529412,1.0,3.0,4.0,0.5,0.34992,0.525,0.14815,0.29616,0.0,0.0,0.5,0.0,1
0.9411765,2.0,3.0,5.0,0.972,0.073450394,0.17373765,0.12153017,0.11967317,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.16666667,0.16132,0.55,0.44444,0.38601,0.0,0.0,0.5,0.0,0
0.47058824,1.0,3.0,3.0,0.408,0.10574787,0.13659276,0.11532897,0.117514245,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,2.0,0.32,0.0036181805,0.01762196,0.09740641,0.051048823,0.0,0.0,0.0,0.0,0
0.05882353,1.0,3.0,4.0,0.33333334,0.28615,0.6,0.22222,0.32991,0.0,0.0,0.5,0.0,1
0.3529412,2.0,2.0,4.0,0.332,0.031955685,0.0,0.12674591,0.06904387,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.33333334,0.35753,0.6,0.22222,0.35091,0.0,0.0,0.5,0.0,1
0.11764706,2.0,3.0,3.0,0.116,0.21748747,0.12834604,0.123608746,0.1523348,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.33333334,0.4465,0.625,0.66667,0.59211,0.0,0.0,0.5,0.0,2
0.1764706,2.0,1.0,3.0,0.238,0.11830169,0.044051297,0.06867717,0.0774783,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,4.0,0.8333333,0.50219,0.6,0.2963,0.42831,0.0,0.0,0.5,0.0,2
0.1764706,2.0,3.0,4.0,0.33333334,0.87594,0.55,0.96296,0.8402,0.0,0.0,0.5,0.0,2
0.0,2.0,3.0,4.0,0.5,0.2738,0.625,0.18519,0.31473,0.0,0.0,0.5,0.0,1
0.1764706,1.0,3.0,4.0,1.0,0.13831,0.6,0.03704,0.19928,0.0,0.0,0.5,0.0,0
0.4117647,2.0,1.0,4.0,0.458,0.08828721,0.058582798,0.019613154,0.048980735,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.5,0.15191,0.625,0.11111,0.24403,0.0,0.0,0.5,0.0,1
1.0,2.0,1.0,5.0,0.732,0.11218496,0.032019217,0.04965829,0.06389812,0.0,0.0,0.0,0.0,0
0.7058824,2.0,1.0,4.0,0.636,0.026276132,0.12471537,0.0,0.03707307,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.8333333,0.58351,0.6,0.40741,0.50452,0.0,0.0,0.5,0.0,2
0.64705884,2.0,1.0,4.0,0.788,0.12283253,0.11778364,0.09790484,0.10991388,0.0,0.0,0.0,0.0,0
0.64705884,1.0,1.0,4.0,1.0,0.04029729,0.09216398,0.027134256,0.04630685,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,3.0,0.016,0.0,0.0,0.11617254,0.05466943,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,4.0,0.512,0.016813822,0.09234464,0.06570582,0.057593778,0.0,0.0,0.0,0.0,0
0.0,2.0,3.0,3.0,0.186,0.01904057,0.05985931,0.022397531,0.030224726,0.0,0.0,0.0,0.0,0
0.88235295,1.0,1.0,5.0,1.0,0.0,0.015035727,0.021010024,0.013424889,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.5,0.92452,0.7,0.96296,0.88978,0.0,0.0,0.5,0.0,2
0.05882353,2.0,3.0,4.0,0.33333334,0.83987,0.675,0.92593,0.84157,0.0,0.0,0.5,0.0,2
0.4117647,1.0,3.0,5.0,0.256,0.0,0.051179733,0.04520974,0.03331746,0.0,0.0,0.0,0.0,0
0.88235295,2.0,1.0,3.0,0.416,0.14102323,0.13639681,0.10447571,0.12273583,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.16666667,0.0,0.475,0.07407,0.14662,0.0,0.0,0.5,0.0,0
0.7058824,2.0,3.0,4.0,0.368,0.076074824,0.0540132,0.0,0.03508394,0.0,0.0,0.0,0.0,0
0.3529412,2.0,1.0,3.0,0.422,0.0524204,0.09729981,0.025845453,0.050474405,0.0,0.0,0.0,0.0,0
0.88235295,2.0,1.0,5.0,1.0,0.0,0.03490171,0.04769347,0.030656151,0.0,0.0,0.0,0.0,0
0.7647059,2.0,1.0,5.0,0.68,0.58832085,0.3183119,0.3730637,0.42349187,2.0,0.0,0.0,0.0,2
0.05882353,1.0,3.0,4.0,0.33333334,0.17281,0.575,0.33333,0.34298,0.0,0.0,0.5,0.0,0
0.5882353,2.0,1.0,3.0,0.144,0.07214546,0.072908945,0.14210479,0.10524714,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,0.5,0.2718,0.575,0.14815,0.28495,0.0,0.0,0.5,0.0,1
0.47058824,1.0,3.0,5.0,0.424,0.0,0.1544256,0.020548556,0.046005346,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.216,0.2910129,0.3685563,0.28744438,0.3075791,1.0,0.0,0.0,0.0,1
0.4117647,1.0,3.0,5.0,1.0,0.08385182,0.0567002,0.04251144,0.05800891,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,1.0,0.1506757,0.16249709,0.07204663,0.11645529,0.0,0.0,0.0,0.0,0
0.4117647,2.0,1.0,4.0,0.162,0.14799604,0.14698619,0.009703457,0.08267956,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.33333334,0.26339,0.475,0.40741,0.38095,0.0,0.0,0.5,0.0,1
0.3529412,2.0,1.0,4.0,0.356,0.032536298,0.1534853,0.060182557,0.07400489,0.0,0.0,0.0,0.0,0
0.88235295,1.0,2.0,4.0,0.398,0.0027198917,0.19178203,0.06412242,0.07610041,0.0,0.0,0.0,0.0,0
0.7647059,2.0,1.0,4.0,0.464,0.14239214,0.090050615,0.12691578,0.1227935,0.0,0.0,0.0,0.0,0
0.1764706,2.0,3.0,4.0,0.5,0.66846,0.775,0.66667,0.69268,0.0,0.0,0.5,0.0,2
0.0,1.0,3.0,4.0,0.6666667,0.40983,0.575,0.18519,0.34298,0.0,0.0,0.5,0.0,1
0.1764706,2.0,3.0,4.0,0.16666667,0.20059,0.6,0.07407,0.23503,0.0,0.0,0.5,0.0,1
0.0,2.0,3.0,4.0,0.16666667,0.03984,0.525,0.07407,0.17011,0.0,0.0,0.5,0.0,0
0.3529412,2.0,3.0,4.0,0.236,0.0,0.0,0.044151664,0.020777253,0.0,0.0,0.0,0.0,0
0.29411766,1.0,3.0,4.0,0.5,0.69698,0.725,0.40741,0.5673,0.0,0.0,0.5,0.0,2
0.0,2.0,3.0,3.0,0.68,0.0472965,0.13598968,0.0,0.04590831,0.0,0.0,0.0,0.0,0
0.11764706,2.0,3.0,4.0,1.0,0.82014,0.85,0.66667,0.75494,0.0,0.0,0.5,0.0,2
0.8235294,1.0,1.0,4.0,0.368,0.08954976,0.19723058,0.0,0.07274536,0.0,0.0,0.0,0.0,0
0.11764706,1.0,3.0,4.0,0.368,0.13635008,0.12759316,0.046022523,0.09178254,0.0,0.0,0.0,0.0,0
0.88235295,2.0,3.0,4.0,0.368,0.015453496,0.0,0.0,0.004545146,0.0,0.0,0.0,0.0,0
0.0,1.0,3.0,4.0,0.16666667,0.34566,0.5,0.25926,0.34132,0.0,0.0,0.5,0.0,1
0.0,1.0,3.0,4.0,0.8333333,0.41233,0.6,0.40741,0.45417,0.0,0.0,0.5,0.0,1
